Age [ka BP],Depth [m],Al [ppm],Ba [ppm],Mo [ppm],Ti [ppm],U [ppm]
8.860,0.705,78897,391,14,6017,13
8.865,0.706,79514,347,10,6307,9
8.870,0.707,80643,385,10,6196,6
8.876,0.708,82613,434,18,6174,14
8.881,0.709,82032,304,12,6254,6
8.886,0.710,81720,313,15,6201,8
8.891,0.711,82471,355,15,6188,7
8.897,0.712,81850,303,14,6243,9
8.902,0.713,82207,370,16,6040,10
8.907,0.714,79777,325,19,5934,8
8.913,0.715,79704,381,12,6087,6
8.918,0.716,78791,295,12,6195,6
8.924,0.717,80126,384,15,6007,10
8.929,0.718,77823,376,11,5867,13
8.934,0.719,80497,355,18,6241,11
8.939,0.720,79076,372,15,5972,11
8.945,0.721,80979,354,12,6208,7
8.950,0.722,79970,279,13,6284,5
8.955,0.723,82819,343,11,6207,11
8.961,0.724,80940,411,10,6167,11
8.966,0.725,79949,419,8,6149,7
8.972,0.726,78590,408,13,5971,7
8.977,0.727,79033,462,14,5924,12
8.982,0.728,79821,425,12,5823,10
8.988,0.729,77124,371,12,5945,5
8.993,0.730,77498,469,14,5779,8
8.998,0.731,78003,404,14,5842,6
9.004,0.732,80130,385,15,6056,8
9.009,0.733,80166,397,12,6037,6
9.014,0.734,79963,356,13,6021,8
9.020,0.735,79628,377,13,5980,8
9.025,0.736,77437,401,12,5973,6
9.030,0.737,78725,370,13,6002,7
9.036,0.738,79239,334,13,6102,7
9.041,0.739,78837,307,11,6135,7
9.046,0.740,80037,308,11,6266,8
9.051,0.741,78860,338,12,6087,7
9.056,0.742,81242,265,17,6310,10
9.062,0.743,81675,336,12,6257,14
9.067,0.744,78557,386,14,6038,7
9.072,0.745,78221,344,12,6061,9
9.078,0.746,79956,326,12,6197,7
9.083,0.747,79881,339,15,6384,9
9.088,0.748,80898,274,11,6398,10
9.093,0.749,78518,236,12,6429,6
9.098,0.750,79201,344,17,6078,6
9.103,0.751,79296,382,19,6009,8
9.108,0.752,78780,295,17,6152,3
9.113,0.753,78269,311,13,5898,4
9.118,0.754,78816,467,14,5853,7
9.123,0.755,78306,336,19,6027,8
9.128,0.756,79422,317,16,6240,7
9.133,0.757,80433,323,14,6322,7
9.138,0.758,81404,385,13,6383,7
9.143,0.759,81549,282,18,6476,12
9.148,0.760,79507,298,10,6516,8
9.153,0.761,82164,347,16,6343,11
9.158,0.762,79036,290,13,6357,11
9.163,0.763,80063,314,22,6398,10
9.167,0.764,79376,337,16,6188,10
9.172,0.765,78594,375,14,6328,9
9.177,0.766,79345,287,13,6351,7
9.182,0.767,80405,266,13,6334,11
9.187,0.768,83444,278,14,6505,7
9.192,0.769,80155,296,9,6457,8
9.197,0.770,79471,284,14,6344,12
9.202,0.771,80969,380,15,6172,15
9.207,0.772,78173,340,13,6269,7
9.212,0.773,79193,302,13,6539,6
9.217,0.774,81540,358,18,6347,8
9.222,0.775,79030,331,23,6156,4
9.227,0.776,76472,291,13,6198,7
9.232,0.777,78561,361,13,6198,7
9.237,0.778,79620,269,19,6593,9
9.242,0.779,78810,289,16,6381,4
9.247,0.780,78373,374,22,6178,10
9.252,0.781,80354,262,11,6442,5
9.257,0.782,81566,299,15,6442,12
9.262,0.783,80253,301,21,6447,12
9.267,0.784,83177,271,16,6780,8
9.272,0.785,82479,251,12,6666,8
9.277,0.786,79891,337,10,6440,5
9.282,0.787,80535,342,12,6514,8
9.287,0.788,79843,254,15,6638,8
9.292,0.789,79960,307,14,6224,7
9.297,0.790,77355,249,15,6210,5
9.302,0.791,79013,253,10,6274,3
9.307,0.792,81844,347,19,6491,10
9.312,0.793,76691,246,10,6085,5
9.317,0.794,78045,300,12,6116,8
9.322,0.795,75990,276,18,6124,7
9.327,0.796,77535,302,13,6151,8
9.332,0.797,79180,297,13,6133,7
9.337,0.798,80629,343,11,6263,9
9.342,0.799,81096,292,15,6321,7
9.347,0.800,80752,343,17,6192,12
9.352,0.801,81794,269,14,6517,13
9.357,0.802,82551,270,13,6617,6
9.362,0.803,81727,290,13,6475,5
9.368,0.804,78156,288,12,6206,6
9.373,0.805,77539,283,9,6092,5
9.378,0.806,78155,275,15,6029,9
9.383,0.807,77604,364,9,5958,5
9.388,0.808,75955,315,13,5986,4
9.393,0.809,79601,258,11,6313,7
9.399,0.810,80007,297,10,6250,13
9.404,0.811,80503,311,14,6202,13
9.409,0.812,81386,277,9,6380,2
9.414,0.813,80714,279,8,6416,8
9.419,0.814,80975,382,13,6299,10
9.425,0.815,77200,299,11,6220,3
9.430,0.816,78491,274,11,6176,9
9.435,0.817,79805,396,11,6181,9
9.440,0.818,79644,362,19,6348,8
9.445,0.819,78608,335,9,6242,6
9.450,0.820,79283,422,14,6151,13
9.455,0.821,77988,331,10,6593,6
9.461,0.822,79496,328,13,6538,11
9.466,0.823,79623,340,11,6287,13
9.471,0.824,80578,325,10,6461,6
9.476,0.825,77901,294,10,6264,6
9.481,0.826,79109,318,11,6294,5
9.486,0.827,80902,306,10,6422,7
9.492,0.828,81316,308,6,6421,5
9.497,0.829,81180,290,4,6376,6
9.502,0.830,80698,289,9,6564,8
9.507,0.831,84390,280,8,6935,12
9.512,0.832,77983,320,9,6430,5
9.517,0.833,78016,304,9,6313,11
9.523,0.834,75679,285,9,6251,10
9.528,0.835,76670,302,6,6212,5
9.533,0.836,79027,346,10,6296,9
9.538,0.837,78264,289,7,6424,7
9.543,0.838,79158,260,9,6658,5
9.549,0.839,80279,245,8,6579,11
9.554,0.840,81157,336,5,6509,5
9.559,0.841,78936,354,12,6489,7
9.565,0.842,79136,274,8,6439,5
9.570,0.843,77157,253,13,6449,4
9.575,0.844,76987,276,8,6311,7
9.580,0.845,78192,278,10,6393,8
9.586,0.846,76589,312,12,6274,8
9.591,0.847,77799,235,15,6290,8
9.596,0.848,81424,294,18,6284,7
9.602,0.849,78699,365,15,6130,5
9.607,0.850,81069,307,16,6116,6
9.613,0.851,83244,260,25,6261,9
9.618,0.852,82255,237,32,6209,6
9.624,0.853,83613,353,33,6068,10
9.629,0.854,83550,267,23,6074,7
9.635,0.855,82297,334,30,5797,7
9.640,0.856,82065,297,21,5993,6
9.646,0.857,85432,271,24,6123,5
9.652,0.858,85769,321,19,6120,5
9.657,0.859,88340,279,21,6307,5
9.663,0.860,86582,233,22,6141,5
9.669,0.861,87663,216,21,6109,3
9.675,0.862,87806,298,19,6092,7
9.680,0.863,86441,313,15,6266,6
9.686,0.864,86654,292,19,6109,8
9.692,0.865,85896,244,11,6247,7
9.698,0.866,85736,274,13,6277,4
9.703,0.867,83308,200,12,6284,4
9.709,0.868,81896,220,11,5963,6
9.715,0.869,83566,324,10,6026,3
9.721,0.870,82905,304,11,6215,9
9.726,0.871,80698,303,10,5820,4
9.732,0.872,80635,202,12,5854,6
9.738,0.873,78459,178,11,5862,6
9.744,0.874,80728,269,18,5934,4
9.750,0.875,81835,250,15,6067,6
9.755,0.876,83024,255,12,6132,5
9.761,0.877,81194,215,15,6002,4
9.767,0.878,82137,232,17,5880,3
9.773,0.879,83388,248,22,6069,3
9.779,0.880,84578,280,15,6097,5
9.784,0.881,84870,269,14,5925,4
9.790,0.882,84750,217,12,6009,4
9.796,0.883,85055,243,15,6159,4
9.801,0.884,85144,237,13,6319,3
9.807,0.885,85338,292,10,6193,4
9.813,0.886,87028,189,9,6612,3
9.818,0.887,84710,267,13,6207,5
9.824,0.888,84749,291,18,5919,7
9.830,0.889,84522,251,13,6026,2
9.835,0.890,83804,295,16,6008,3
9.841,0.891,80379,185,7,6334,1
9.847,0.892,80597,242,9,6303,3
9.852,0.893,79084,222,9,6281,5
9.858,0.894,81246,248,6,6218,5
9.864,0.895,80599,319,9,5971,5
9.869,0.896,82325,220,8,6565,4
9.875,0.897,82877,224,6,6425,3
9.881,0.898,86207,268,6,6321,2
9.886,0.899,86560,191,7,6573,7
9.892,0.900,88028,250,10,6508,3
9.898,0.901,85434,223,7,6426,4
9.904,0.902,83866,237,4,6400,2
9.910,0.903,81767,241,7,6051,3
9.916,0.904,79930,208,5,6299,3
9.922,0.905,81764,236,4,6391,4
9.928,0.906,81771,236,3,6140,5
9.934,0.907,79915,255,4,6096,4
9.940,0.908,78333,225,3,6198,3
9.946,0.909,79695,244,3,6115,3
9.952,0.910,80121,295,5,6336,5
9.958,0.911,81912,193,2,6539,4
9.964,0.912,79506,280,3,6187,3
9.970,0.913,80516,184,4,6594,2
9.976,0.914,78237,266,3,6043,1
9.982,0.915,80826,217,3,6178,3
9.987,0.916,77752,223,3,6112,3
9.993,0.917,77310,286,2,6024,3
9.999,0.918,76881,203,3,6069,3
10.005,0.919,75752,203,4,6147,3
10.011,0.920,77182,216,5,6041,2
10.017,0.921,76775,171,3,6194,4
10.023,0.922,75715,178,2,6162,2
10.029,0.923,75562,233,2,6135,3
10.035,0.924,75909,306,3,5928,3
10.041,0.925,75908,271,2,6009,2
10.047,0.926,76191,197,1,6130,3
10.053,0.927,73238,276,2,5931,3
10.059,0.928,73478,213,2,5960,2
10.065,0.929,74938,183,2,6180,2
10.071,0.930,74208,247,2,6040,3
10.077,0.931,75418,222,1,6005,4
10.083,0.932,74779,186,2,6131,1
10.089,0.933,74827,243,2,5996,2
10.094,0.934,73078,178,2,5976,2
10.100,0.935,74469,145,2,6178,2
10.106,0.936,74568,158,2,6249,3
10.112,0.937,70879,169,3,5888,1
10.118,0.938,71224,187,3,5778,3
10.124,0.939,71296,199,2,5908,2
10.130,0.940,69816,169,1,5812,2
10.135,0.941,70292,161,2,5795,2
10.141,0.942,72185,147,1,6069,2
10.147,0.943,71555,221,3,5809,3
10.153,0.944,72204,209,3,5909,3
10.159,0.945,72059,194,2,5860,2
10.165,0.946,73593,189,2,5832,2
10.170,0.947,71053,181,2,5835,2
10.176,0.948,70638,194,1,5834,2
10.182,0.949,71643,167,3,5927,2
10.188,0.950,72275,152,2,6051,2
10.194,0.951,72863,208,2,5971,2
10.200,0.952,71752,254,2,5862,3
10.206,0.953,72147,147,2,5932,2
10.213,0.954,68703,207,1,5660,2
10.219,0.955,68704,203,1,5563,1
10.225,0.956,69142,204,2,5718,2
10.231,0.957,67564,147,1,5830,2
10.237,0.958,69556,159,2,5755,2
10.243,0.959,72075,162,2,6126,2
10.250,0.960,71089,174,2,5854,3
10.256,0.961,71857,112,2,6226,2
10.262,0.962,74716,159,3,6250,2
10.268,0.963,73724,162,2,6150,3
10.274,0.964,73539,185,2,6059,3
10.280,0.965,74241,182,2,6161,4
10.287,0.966,71419,138,2,5915,3
10.293,0.967,72216,188,3,5824,3
10.299,0.968,73916,182,2,6042,1
10.305,0.969,74040,179,2,6137,2
10.311,0.970,74075,170,2,5966,1
10.318,0.971,74637,224,1,5877,2
10.324,0.972,72743,142,1,6046,2
10.330,0.973,74042,153,2,6048,2
10.336,0.974,72886,169,2,6104,2
10.342,0.975,74710,187,2,6002,3
10.348,0.976,72770,135,2,6100,1
10.355,0.977,72842,138,3,6071,2
10.361,0.978,74236,176,2,6047,2
10.367,0.979,73973,144,1,6105,2
10.373,0.980,73244,141,2,6136,2
10.379,0.981,73316,182,1,6014,2
10.385,0.982,74187,222,2,6139,2
10.391,0.983,74650,216,2,6011,3
10.398,0.984,74324,181,2,6152,2
10.404,0.985,75540,146,2,6487,2
10.410,0.986,74032,171,2,6213,3
10.416,0.987,75428,179,2,6119,2
10.422,0.988,77004,219,2,6243,4
10.428,0.989,74525,154,2,6172,2
10.434,0.990,76630,169,2,6292,3
10.440,0.991,77289,222,2,6129,2
10.446,0.992,77542,237,2,6108,2
10.453,0.993,75427,217,3,6144,2
10.459,0.994,76577,174,2,6265,3
10.465,0.995,75329,208,2,6103,5
10.471,0.996,75060,225,2,6086,2
10.477,0.997,77548,186,1,6458,2
10.483,0.998,76375,224,3,6051,2
10.489,0.999,75575,185,2,6152,2
10.495,1.000,75771,201,2,6240,3
10.501,1.001,76775,176,2,6073,2
10.507,1.002,75494,172,2,6180,2
10.513,1.003,75805,218,3,6275,4
10.519,1.004,75266,217,3,6156,1
10.525,1.005,74987,140,2,6429,2
10.530,1.006,74537,168,1,6142,2
10.536,1.007,75255,224,2,6035,1
10.542,1.008,74656,267,2,5895,3
10.548,1.009,73535,182,2,6014,2
10.554,1.010,72684,162,2,6034,2
10.560,1.011,72358,167,2,5827,2
10.566,1.012,73980,195,2,5970,2
10.572,1.013,74157,181,1,6106,2
10.578,1.014,72730,184,2,6151,2
10.584,1.015,75159,192,1,5935,2
10.590,1.016,76069,212,3,6144,4
10.596,1.017,75837,176,2,6224,3
10.602,1.018,77306,230,2,6286,3
10.608,1.019,79006,192,3,6384,3
10.614,1.020,78487,209,2,6481,2
10.620,1.021,77375,200,3,6342,3
10.626,1.022,77976,185,3,6543,3
10.632,1.023,77605,212,2,6269,2
10.638,1.024,78295,235,2,6137,3
10.644,1.025,73888,143,2,6285,1
10.650,1.026,79348,246,3,6294,2
10.656,1.027,77674,200,2,6312,3
10.662,1.028,77159,224,3,6245,2
10.668,1.029,77249,199,3,6286,2
10.674,1.030,79463,151,2,6517,3
10.681,1.031,79138,218,2,6186,2
10.687,1.032,77999,243,2,6244,2
10.693,1.033,76968,195,2,6167,2
10.699,1.034,77272,177,1,6327,2
10.705,1.035,76854,175,2,6316,3
10.711,1.036,77844,179,2,6361,1
10.717,1.037,78322,221,3,6170,2
10.723,1.038,79810,219,2,6318,3
10.729,1.039,78001,192,2,6347,2
10.735,1.040,80175,176,1,6356,2
10.741,1.041,79187,212,2,6269,2
10.747,1.042,79116,225,2,6258,2
10.752,1.043,78538,198,2,6471,3
10.758,1.044,79080,171,1,6446,1
10.764,1.045,77755,176,2,6382,2
10.770,1.046,78359,167,2,6271,2
10.776,1.047,79612,197,2,6443,3
10.782,1.048,80214,204,2,6525,2
10.788,1.049,79327,192,2,6702,2
10.794,1.050,78305,207,3,6388,2
10.800,1.051,77758,212,2,6469,2
10.806,1.052,77775,191,2,6350,2
10.812,1.053,78170,205,2,6386,2
10.818,1.054,78906,202,2,6660,2
10.824,1.055,79346,208,2,6461,3
10.830,1.056,77847,246,2,6338,2
10.836,1.057,78850,205,2,6505,2
10.842,1.058,79323,172,2,6565,3
10.848,1.059,78736,227,2,6374,2
10.854,1.060,79218,151,1,6620,2
10.859,1.061,78415,225,2,6418,3
10.865,1.062,78659,218,2,6530,2
10.871,1.063,79469,160,2,6668,2
10.877,1.064,79413,234,2,6617,2
10.883,1.065,80071,223,3,6575,3
10.889,1.066,79410,255,2,6405,4
10.895,1.067,78766,223,3,6374,3
10.901,1.068,81960,197,2,6587,4
10.907,1.069,79634,211,2,6419,4
10.913,1.070,80522,230,3,6541,4
10.919,1.071,79354,176,3,6661,2
10.925,1.072,81033,151,3,6974,3
10.931,1.073,81259,140,2,6814,2
10.937,1.074,80145,252,4,6561,2
10.943,1.075,81526,215,3,6710,1
10.948,1.076,81028,275,2,6523,2
10.954,1.077,80766,226,3,6475,2
10.960,1.078,80270,204,2,6594,3
10.966,1.079,81100,235,2,6454,3
10.972,1.080,79399,208,2,6646,2
10.978,1.081,79999,187,2,6583,3
10.984,1.082,80017,183,4,6691,3
10.990,1.083,80372,208,2,6511,2
10.996,1.084,80722,240,2,6502,2
11.002,1.085,79826,181,1,6737,3
11.008,1.086,79040,313,2,6420,3
11.014,1.087,79863,201,4,6645,2
11.020,1.088,79801,198,2,6743,3
11.026,1.089,80133,227,3,6444,3
11.032,1.090,80766,196,2,6560,2
11.038,1.091,80883,184,2,6750,2
11.044,1.092,79643,211,4,6832,2
11.050,1.093,80155,242,2,6574,3
11.055,1.094,80443,231,2,6563,3
11.061,1.095,78972,179,2,6672,2
11.067,1.096,79537,203,2,6567,3
11.073,1.097,77599,222,2,6413,3
11.079,1.098,79311,211,2,6699,3
11.085,1.099,78474,200,1,6566,1
11.091,1.100,76539,268,2,6260,2
11.097,1.101,78630,214,2,6524,2
11.103,1.102,79606,169,2,6902,2
11.109,1.103,77309,202,2,6368,2
11.115,1.104,77975,188,2,6538,2
11.121,1.105,77919,203,2,6471,2
11.127,1.106,79022,309,2,6317,3
11.134,1.107,78818,206,1,6617,2
11.140,1.108,79181,213,2,6499,2
11.146,1.109,79121,211,2,6570,2
11.152,1.110,79115,254,1,6393,4
11.158,1.111,80071,156,2,6723,2
11.165,1.112,79641,251,2,6348,3
11.171,1.113,79880,229,1,6596,2
11.177,1.114,81213,191,2,6598,1
11.183,1.115,80754,256,3,6455,4
11.189,1.116,79957,221,2,6538,2
11.195,1.117,80098,228,2,6563,2
11.202,1.118,79560,258,2,6234,4
11.208,1.119,81223,249,2,6481,2
11.214,1.120,81024,263,2,6403,2
11.220,1.121,80151,244,2,6533,1
11.227,1.122,78589,252,3,6430,2
11.233,1.123,79417,184,2,6744,3
11.239,1.124,80771,192,1,6741,2
11.245,1.125,79749,204,2,6630,2
11.251,1.126,80872,200,2,6642,3
11.257,1.127,80314,190,2,6625,2
11.264,1.128,80321,228,2,6602,2
11.270,1.129,80803,208,2,6734,3
11.276,1.130,81489,191,2,6936,2
11.282,1.131,81703,263,3,6474,4
11.288,1.132,81952,221,2,6710,4
11.295,1.133,80395,282,2,6484,3
11.301,1.134,81368,264,2,6519,2
11.307,1.135,81674,226,3,6984,4
11.313,1.136,79239,205,3,6780,3
11.319,1.137,81484,210,2,6986,2
11.326,1.138,77630,227,3,6774,2
11.332,1.139,79870,173,2,7072,3
11.338,1.140,81244,219,2,6827,1
11.345,1.141,80345,209,2,6958,2
11.351,1.142,80232,248,3,6653,3
11.357,1.143,78026,209,2,6583,2
11.363,1.144,75838,181,2,6841,3
11.370,1.145,77934,166,1,6837,2
11.376,1.146,78114,244,2,6555,1
11.382,1.147,79617,213,2,6854,2
11.388,1.148,78499,244,2,6544,2
11.394,1.149,78810,283,1,6561,3
11.400,1.150,78388,155,2,6885,3
11.406,1.151,78665,178,2,6942,3
11.413,1.152,79163,186,3,6919,2
11.419,1.153,78938,173,1,6855,2
11.424,1.154,78343,197,2,6911,2
11.430,1.155,79427,187,2,7060,2
11.436,1.156,81122,188,2,7042,3
11.442,1.157,78946,167,2,6955,5
11.448,1.158,77589,222,3,6801,2
11.454,1.159,79628,242,2,6882,2
11.460,1.160,78368,207,3,7108,3
11.466,1.161,79944,248,2,7115,3
11.472,1.162,78882,173,4,7303,1
11.478,1.163,79048,204,2,7061,2
11.484,1.164,79208,249,2,6905,3
11.490,1.165,77452,283,2,6577,4
11.496,1.166,80341,210,1,7038,2
11.502,1.167,79122,226,2,7054,3
11.508,1.168,79439,220,4,7061,3
11.514,1.169,79091,276,3,6807,3
11.520,1.170,79141,238,3,6910,3
11.526,1.171,79534,204,4,7041,3
11.531,1.172,81142,258,3,7033,4
11.537,1.173,81579,198,3,7194,3
11.543,1.174,81378,229,2,7135,2
11.550,1.175,77957,214,2,7084,3
11.556,1.176,80240,264,2,6966,4
11.562,1.177,79505,236,2,7125,3
11.568,1.178,79616,236,3,6960,3
11.574,1.179,79234,201,1,7021,2
11.580,1.180,77515,228,2,7045,2
11.586,1.181,77785,307,2,6916,2
11.592,1.182,78231,199,2,7109,2
11.597,1.183,78710,229,2,7147,2
11.603,1.184,77815,225,2,7091,3
11.609,1.185,79130,178,3,7365,3
11.615,1.186,77876,242,2,7102,4
11.621,1.187,81272,195,3,7116,3
11.627,1.188,80200,186,3,7230,4
11.633,1.189,79941,200,2,7279,3
11.639,1.190,78544,220,3,7234,3
11.645,1.191,78554,205,3,7150,3
11.651,1.192,77907,207,2,7329,2
11.657,1.193,80333,195,2,7247,3
11.663,1.194,79225,245,2,7056,3
11.669,1.195,77496,253,2,6923,3
11.674,1.196,77553,196,3,7112,2
11.680,1.197,79649,240,2,6949,4
11.686,1.198,78665,233,3,7212,3
11.693,1.199,79465,295,3,7010,4
11.699,1.200,80380,199,3,7191,4
11.706,1.201,80064,184,2,6997,4
11.712,1.202,79286,219,2,7156,3
11.719,1.203,78335,245,3,7052,3
11.726,1.204,79216,231,2,7011,1
11.732,1.205,79806,287,2,6899,2
11.739,1.206,78881,263,2,6894,3
11.746,1.207,78762,187,2,6984,3
11.753,1.208,77884,229,2,6867,2
11.760,1.209,78063,217,3,6990,2
11.767,1.210,78556,237,2,7128,2
11.774,1.211,77815,293,2,6787,3
11.781,1.212,79687,233,2,6892,3
11.788,1.213,78987,211,1,6996,2
11.795,1.214,79133,208,2,7147,3
11.802,1.215,78713,233,3,6961,4
11.809,1.216,77941,245,1,6905,2
11.816,1.217,76960,206,2,7210,3
11.823,1.218,77694,225,2,6986,4
11.830,1.219,78004,212,2,7025,4
11.837,1.220,77682,224,2,6969,2
11.844,1.221,77728,243,2,6812,2
11.851,1.222,76980,211,3,6819,3
11.858,1.223,77377,198,2,7117,1
11.865,1.224,77435,208,2,6912,4
11.872,1.225,76551,256,4,6893,4
11.879,1.226,78468,255,2,6999,2
11.886,1.227,76464,191,2,7050,2
11.893,1.228,77523,224,1,6877,3
11.900,1.229,76763,233,3,6951,2
11.907,1.230,77310,189,1,6879,2
11.914,1.231,78127,230,1,6845,3
11.921,1.232,78167,209,2,6970,3
11.928,1.233,76889,212,2,6888,3
11.935,1.234,77362,200,2,7056,2
11.942,1.235,77151,170,2,7130,3
11.949,1.236,77546,204,1,7250,2
11.956,1.237,78424,231,1,7042,3
11.962,1.238,77596,215,3,7050,2
11.969,1.239,77880,199,2,7162,2
11.976,1.240,77501,214,2,7077,2
11.983,1.241,76787,210,2,7116,3
11.990,1.242,77405,228,2,7117,4
11.997,1.243,78079,246,2,6920,2
12.004,1.244,78766,183,1,6972,2
12.011,1.245,77910,188,2,7161,2
12.017,1.246,78840,231,2,7120,3
12.024,1.247,77630,212,2,7147,3
12.031,1.248,77466,255,2,6903,3
12.038,1.249,77698,264,2,6825,2
12.046,1.250,78474,182,2,6985,2
12.053,1.251,78476,200,2,6886,4
12.060,1.252,78211,222,2,6931,2
12.067,1.253,77806,221,2,7001,3
12.075,1.254,78667,264,2,6815,3
12.082,1.255,77042,256,2,6863,2
12.090,1.256,77709,262,2,6753,2
12.097,1.257,77542,244,2,6818,3
12.105,1.258,78990,200,2,7070,2
12.112,1.259,78551,246,2,6899,2
12.120,1.260,77721,249,2,6893,4
12.127,1.261,76886,197,2,6866,2
12.135,1.262,77292,255,3,6896,1
12.142,1.263,78248,238,2,6856,2
12.150,1.264,78722,205,2,6934,3
12.157,1.265,78016,268,3,6877,3
12.165,1.266,77321,228,1,6916,2
12.173,1.267,76809,241,2,6896,2
12.180,1.268,78998,235,2,6996,4
12.188,1.269,78403,240,2,6959,2
12.195,1.270,78297,264,2,6902,2
12.203,1.271,77433,175,2,7108,2
12.210,1.272,78810,171,2,7128,2
12.218,1.273,78676,253,1,6640,3
12.225,1.274,79591,179,2,6823,2
12.233,1.275,78604,162,2,7056,2
12.240,1.276,79035,246,2,7126,3
12.248,1.277,75535,221,2,6749,1
12.255,1.278,76893,204,2,6869,3
12.263,1.279,77752,232,2,6927,2
12.270,1.280,76703,228,1,6849,3
12.278,1.281,77843,239,1,6807,2
12.285,1.282,76138,215,2,6823,1
12.292,1.283,78053,189,2,6945,2
12.300,1.284,76960,225,1,6920,1
12.307,1.285,76161,192,2,7025,2
12.315,1.286,76990,250,2,6738,3
12.322,1.287,77182,175,1,7057,3
12.330,1.288,76794,299,2,6891,3
12.337,1.289,76260,223,3,6875,4
12.345,1.290,77609,228,2,7146,2
12.352,1.291,77384,230,2,6826,2
12.360,1.292,77662,219,2,7038,3
12.367,1.293,76505,245,1,6803,2
12.375,1.294,76690,220,2,6855,3
12.382,1.295,79074,214,2,6973,3
12.389,1.296,77726,207,3,7024,2
12.397,1.297,79089,216,2,6924,2
12.404,1.298,78971,164,2,7131,1
12.411,1.299,78753,270,2,6847,3
12.418,1.300,77620,221,1,6839,3
12.425,1.301,77129,259,2,6788,5
12.432,1.302,76528,273,2,6522,3
12.439,1.303,77462,247,3,6881,2
12.446,1.304,77380,250,2,6758,2
12.453,1.305,77108,246,2,7003,4
12.460,1.306,78823,211,3,7012,2
12.467,1.307,79328,229,1,6743,2
12.474,1.308,77856,186,2,6700,2
12.481,1.309,78193,215,2,6767,2
12.489,1.310,77578,199,2,6902,1
12.496,1.311,77966,223,3,6834,3
12.503,1.312,78790,222,2,6866,2
12.510,1.313,78615,204,1,7011,2
12.517,1.314,77314,275,2,6793,2
12.524,1.315,76304,221,2,6796,2
12.531,1.316,77493,271,3,6607,3
12.538,1.317,77282,219,2,6836,2
12.545,1.318,77094,209,2,6781,3
12.552,1.319,75894,207,2,6802,2
12.559,1.320,77435,207,3,6912,2
12.566,1.321,78234,225,2,6871,4
12.573,1.322,78221,237,2,6944,4
12.580,1.323,78286,199,2,6993,2
12.587,1.324,79436,260,1,6751,2
12.594,1.325,77471,244,3,6829,3
12.601,1.326,77159,269,2,6610,4
12.608,1.327,77741,195,2,6885,3
12.616,1.328,77719,201,2,6860,2
12.623,1.329,77223,233,1,6607,3
12.630,1.330,76724,195,2,6905,2
12.637,1.331,77565,161,2,6858,3
12.644,1.332,76907,198,3,6705,2
12.652,1.333,77767,186,1,6919,2
12.659,1.334,76984,232,3,6714,3
12.666,1.335,77579,227,2,6874,3
12.673,1.336,78360,252,2,6729,3
12.680,1.337,77166,198,2,6937,1
12.687,1.338,78737,180,1,6828,2
12.694,1.339,77935,197,2,6732,2
12.701,1.340,77154,181,2,6814,2
12.708,1.341,77602,236,1,6678,2
12.715,1.342,77848,254,3,6568,3
12.722,1.343,79725,210,1,6744,1
12.729,1.344,78899,204,3,6606,5
12.736,1.345,78920,170,2,6770,2
12.743,1.346,76595,139,2,6723,3
12.750,1.347,78322,193,4,6782,3
12.757,1.348,78572,186,2,6810,2
12.764,1.349,78082,184,2,6881,2
12.771,1.350,80578,189,1,6668,2
12.778,1.351,79482,201,2,6540,2
12.786,1.352,79190,225,2,6613,1
12.793,1.353,81083,178,2,6944,5
12.800,1.354,79588,199,1,6991,1
12.807,1.355,80400,244,2,6847,2
12.815,1.356,81632,324,2,6891,3
12.822,1.357,81024,228,2,7113,3
12.829,1.358,80979,208,1,7080,2
12.837,1.359,81907,204,2,7035,3
12.844,1.360,80057,284,2,6897,2
12.851,1.361,81633,231,2,7150,2
12.859,1.362,81718,247,2,7013,2
12.866,1.363,80840,248,3,7318,2
12.873,1.364,79923,223,1,7046,1
12.881,1.365,78794,216,3,6907,1
12.888,1.366,80249,236,2,6929,2
12.896,1.367,79507,193,2,7099,2
12.903,1.368,80109,202,2,6948,2
12.911,1.369,79544,241,4,6916,4
12.918,1.370,80333,231,2,6923,3
12.926,1.371,79104,149,3,7172,2
12.933,1.372,79459,234,2,6902,2
12.941,1.373,79233,221,3,6894,2
12.948,1.374,80949,220,2,6948,2
12.956,1.375,79360,219,3,6833,2
12.963,1.376,79497,193,3,6865,2
12.971,1.377,79640,197,3,6882,3
12.978,1.378,78654,209,2,6997,1
12.986,1.379,77292,248,1,6907,3
12.993,1.380,80403,203,2,7061,3
13.001,1.381,80380,240,2,6779,4
13.008,1.382,78640,187,3,6896,3
13.016,1.383,78892,191,2,6941,2
13.023,1.384,79912,221,1,6977,2
13.031,1.385,80214,232,2,6937,3
13.038,1.386,79339,180,2,7031,2
13.045,1.387,78992,226,2,7157,1
13.053,1.388,80684,238,2,7050,2
13.060,1.389,80063,180,1,7147,1
13.068,1.390,78753,186,2,6994,2
13.075,1.391,78431,213,2,6857,2
13.083,1.392,78083,186,2,6926,3
13.090,1.393,80359,179,1,6973,3
13.098,1.394,79358,198,2,6849,3
